delete_reason,Human Annotation 
Move to a different date and deciding to stay in that new date,alasan_date
Ijin keluar dari Date dan memutuskan untuk pindah Khatolik mengikuti calon suaminya,tertanam_di_gereja_lain
Member sudah lama tidak menghadiri DATE,tidak_ada_respon
Member sudah lama tidak menghadiri DATE,tidak_ada_respon
"Wanna move to other DATE, member sudah lama tidak menghadiri DATE",alasan_date
Saat ini Natan memutuskan untuk mencoba tertanam di gereja lokal yang sama dengan istrinya.,tertanam_di_gereja_lain
Move ke NDC church agar dapat beribadah bersama keluarga,tertanam_di_gereja_lain
Move ke NDC church agar dapat beribadah bersama keluarga,tertanam_di_gereja_lain
Ingin mencari gereja lain dikarenakan sudah berkeluarga dan susah mencari kelas untuk anaknya di alam sutera,tertanam_di_gereja_lain
Move to another country (related to job),others
sudah pindah Date. Dunnow kenapa disini masih nyangkit,alasan_date
Pindah ke Turki untuk beberapa tahun karena alasan pekerjaan,lokasi
Tidak hadir sudah 3tahun dan menulis keluar ketika ditanya,tidak_ada_respon
DATE member ingin pindah DATE dan mencari sendiri,alasan_date
tidak komitmen dan lokasi terlalu jauh,lokasi
They decide move to another city.,lokasi
Waktu dari pekerjaan dan gereja orang tua yang tidak memungkin untuk hadir date,waktu_tidak_sesuai
Moved to a farther distance location and will be focusing in another Church outside of JPCC Campus.,tertanam_di_gereja_lain
pindah dan tinggal di luar kota,lokasi
Sudah tidak aktif di date sudah pindah gereja,tertanam_di_gereja_lain
"moved to aussie for uni, mencari komunitas baruu disana supaya timezone nya lbh enak sesuai kelas",lokasi
Lanjut study di luar negeri dan setahun lagi baru balik indonesia,lokasi
"Sudah tidak aktif dlm kehadiran dan sudah menginfokan kalau blm bisa komit lagi untuk saat ini, dan blm mau mencari date lain.",waktu_tidak_sesuai
High season saat ini jd blm bs komit,waktu_tidak_sesuai
Menemukan komunitas lain yang lebih cocok,alasan_date
Jarang bergereja di Jpcc dan lebih dari 3 bulan tidak ikut date tanpa kabar,tidak_ada_respon
Ybs sedang tidak cocok jadwalnya & memilih utk stop date dulu saat ini,waktu_tidak_sesuai
"Sudah 2 tahun lebih tidak aktif, dan sudah kami kontak, ada rencana aktif di persekutuan lain",tidak_ada_respon
sudah tidak join komsel lagi lebih dari setahun,tidak_ada_respon
sudah tidak join komsel lagi lebih dari setahun,tidak_ada_respon
sudah tidak join komsel lagi lebih dari setahun,tidak_ada_respon
sudah tidak join komsel lagi lebih dari setahun,tidak_ada_respon
Sudah memilih untuk tidak tertanam di date pulomas 1,others
Pindah ke Date Khusus Single...,alasan_date
Sudah jarang ikut Date karena pindah rumah dan bekerja di Singapur,lokasi
Sudah pindah ke Bali dan belum ada rencana untuk balik ke Jakarta lagi.,lokasi
Tidak hadir 2 tahun dan tidak bisa dihubungin..,tidak_ada_respon
pindah tempat tinggal ke papua,lokasi
"Pindah ikut suami keluar negri, London",lokasi
Jarak. Domisili jauh. Sementara ke gereja orang tua,tertanam_di_gereja_lain
Belum dapat mengikuti date. Pelayanan di gereja kakak sepupuh,tertanam_di_gereja_lain
Belum dapat mengikuti date. Pelayanan di gereja orang tua,tertanam_di_gereja_lain
"Study S2 keluar negri, London",lokasi
Pindah domisili ke Kota Medan,lokasi
terkendala ada kelas malam setiap hari jumat,waktu_tidak_sesuai
Multiplikasi DATE dan ybs akan cari date lebih dekat,alasan_date
She has moved to different church to be closed with her son.,tertanam_di_gereja_lain
he's not attending Date meeting for almost 6 weeks and want to move to other Date,alasan_date
Sudah tidak datang ke Date lebih dari 3 bulan,tidak_ada_respon
Sudah pindah tempat tinggal dan lagi cari Date di dekat tmpt tinggal nya,alasan_date
Mencari Date baru karena Date lama pindah lokasi,alasan_date
Mencari Date baru karena Date lama pindah lokasi,alasan_date
Mencari Date baru karena Date lama pindah lokasi,alasan_date
Mencari Date baru karena Date sebelumnya pindah lokasi,alasan_date
Move to singapore for certain period,lokasi
Move to Singapore for certain period,lokasi
sudah pindah ke luar negeri mengikuti suami,others
sudah pindah ke luar negeri bersama suami,lokasi
Season of Life berubah (punya anak dan saat ini belum bisa commit ikut DATE lagi),perbedaan_musim_kehidupan 
Season of Life berubah (punya anak dan saat ini belum bisa commit ikut DATE lagi),perbedaan_musim_kehidupan 
Member sdh tidak aktif dan ada kemungkinan mau cari date baru,alasan_date
Tidak aktif di DATE selama pandemi & sudah lama tidak beribadah di JPCC.,others
Tidak beribadah di JPCC lagi ikut suami,others
Pindah domisili dari Jakarta ke Pontianak,lokasi
Sering bertugas di luar kota dan pindah gereja,tertanam_di_gereja_lain
Saat ini belum bisa komit untuk tertanam di DATE,waktu_tidak_sesuai
"DM sdh tidak aktif cukup lama.Sdh diajak bicara, request mau off dulu.Sdh ditawarkan utk pindah date yg sesuai lokasi domisili atau kerja.",tidak_ada_respon
kondisi saat ini belum bisa mengikuti date online dan catch up dengan date karena ada prioritas lain (keluarga dan pekerjaan),waktu_tidak_sesuai
kondisi saat ini belum bisa mengikuti date online dan catch up dengan date karena ada prioritas lain (keluarga dan pekerjaan),waktu_tidak_sesuai
Berpindah ibadah di tempat gereja lain karena kesepakatan keluarga antara suami dan istri ( yang sebelum nya sudah dipikirkan),tertanam_di_gereja_lain
Kurang cocok dgn range umur & akan mencari komunitas baru,alasan_date
Has been inactive for a long time,tidak_ada_respon
"Ybs akan pindah date, ijin remove",alasan_date
member pindah domisili tempat tinggal,others
"After moving to Kelapa Gading she is not in JPCC anymore.
Previously, she request to move to another DATE in Kelapa Gading, however till now not moving to the new DATE. Please remove her from my DM in the apps.",others
"Felix, ini app nya error kalo ud bener bisa join lg. dr pihak teknisi nya minta smua.member di delete dl.",Admin
Moving to another city (palopo),lokasi
pindahndate couple ke sunter 8 karna dah full harus manual,Admin
pindah date couple jd ketua date yg sunter 8 dah full jd gak bs trnsfer,Admin
Farah is moving to other church and joining their small group there.,tertanam_di_gereja_lain
"Lama tidak hadir, setelah ditanyakan dikarenakan kesibukan",waktu_tidak_sesuai
Ybs request. Bersama istri sjk menikah rutin di gereja dkt rumah sdh tdk pernah ke JPCC lg,tertanam_di_gereja_lain
Pulang ke Surabaya dan menetap di Surabaya,lokasi
no longer active. sudah tidak. pernah datang,tidak_ada_respon
double input lagi lagi lagi lagi double input,Admin
no longer activeeeeee. rumah sudah pindah,lokasi
no longer active lagi lagi lagi lagi lagi,tidak_ada_respon
"memutuskan pindah ke gilgal, karena kesibukan pekerjaan dan jam ibadah lebih cocok di gilgal",tertanam_di_gereja_lain
ingin mencari date baru yg lebih sesuai jadwal. dan ingin mengenal orang orang baru,alasan_date
"ingin mencoba date lain, karena ingin mengenal orang orang baru dalam date",alasan_date
sudah tidak bisa aktif hadir karena sibuk dengan pekerjaan,waktu_tidak_sesuai
Sudah tidak aktif dalam 3 bulan,tidak_ada_respon
Sudah tidak aktif dalam 3 bulan,tidak_ada_respon
Sudah tidak aktif dalam 3 bulan,tidak_ada_respon
Yang bersangkutan mau fokus dalam pekerjaannya,waktu_tidak_sesuai
Yang bersangkutan pindah gereja karena sedang mengalami musim hidup yg berbeda dan butuh makanan rohani yang lebih “keras”,tertanam_di_gereja_lain
sudah lama ngk hadir dan susah di kontek,tidak_ada_respon
DM menikah Dan pindah ke Bandung utk menetap disana bersama suami,lokasi
Date member sudah lama tidak hadir di Date karena sibuk dalam pekerjaan.,waktu_tidak_sesuai
Pindah kota dan tidak bisa date lagi,lokasi
Ingin pindah date. Tp belom nemu,alasan_date
karena Pak Cahya statusnya adalah sudah menjadi pendeta di gereja lain.,tertanam_di_gereja_lain
karena dia DF ku..waktu itu sementara dia menjadi DL untuk menggantikan posisi DLku yg lama,alasan_date
Sudah menyatakan mengundurkan diri dan berpamitan dari DATE,others
Sudah menyatakan mengundurkan diri dan tidak lagi bergereja di JPCC,others
Ini DF kami yang sebelumnya merangkap jadi DL karena DL sebelumnya resign,alasan_date
Karena tidak bisa date hari jumat,waktu_tidak_sesuai
Karna sudah pindah dari dgs 23,alasan_date
Karna sudah pindah dari dgs 23,alasan_date
Sudah pindah ke luar kota dan tidak di jakarta,lokasi
Sudah pindah dari jakarta ke provinsi lain,lokasi
Sudah tertanam di gereja yang lain,tertanam_di_gereja_lain
"sudah lama tidak pernah DATE lagi, sejak tahun lalu..",tidak_ada_respon
pindah gereja karena jarak dan pekerjaan,tertanam_di_gereja_lain
Date member sudah pindah ke jepang,lokasi
ingin mencari date lain krn jarak rumah kejauhan,alasan_date
DM tidak merespon dan sudah 1 thn lbh tidak hadir DATE,tidak_ada_respon
Multiplikasi date dan DM akan cari date lain lebih dekat lokasi,alasan_date
member mau cari kelompok dan suasana baru,alasan_date
member mau cari kelompok dan suasana baru,alasan_date
Jarang datang ke Date Thamrin 2,tidak_ada_respon
"Sejak gabung Ado sudah berdomisili di kota Dumai dan saat ini berusaha cari Komsel disana, sudah ditawarkan Date yg masih online tp dia prefer yg offline di Dumai.",alasan_date
Still not married yet so far..,alasan_date
member ingin pindah date beserta pasangannya karena lokasi jauh,lokasi
"pindah gereja, sudah lama tidak beribadah di JPCC",tertanam_di_gereja_lain
"Dia tidak pernah terdaftar sebagai date member, otomatis masuk aplikasi krn pasangannya (Nesya) mendaftrakannya sbagai suami. sementara member saya Nesya belum menikah.",Admin
Multiplikasi DATE jadi DM memilih date lain yang lokasi lebih dekat,alasan_date
Multiplikasi DATE jadi DM memilih untuk pilih date lain,alasan_date
Multiplikasi DATE jadi DM memilih DATE yang lebih dekat,alasan_date
Multiplikasi date jadi DM memilih date lain yang lebih dekat,alasan_date
pindah keluar negeri dan sudh tdk pernah hadir date,lokasi
"confirmed, ybs pindah gereja dan sudah tdk pernah hadir",tertanam_di_gereja_lain
Karena date member pindah dan kerja di bali,lokasi
Member tdk aktif selama 4 bulan,tidak_ada_respon
Pindah domisili dan menetap di Jogja,lokasi
tidak ad kabar selama 3 bulan lebih,tidak_ada_respon
Pindah tempat tinggal dan tempat kerja jdi tidak dapat hadir date lagi,lokasi
Tidak ada kabar 6 bulan. Di follow up melalui wa tidak balas. Member dinilai tidak aktif dalam date,tidak_ada_respon
Sudah pindah date dikarenakan merasa kurang cocok di date ini karena perbedaan usia dengan member lainnya agak jauh,alasan_date
Penempatan pekerjaan di luar kota (Bogor),lokasi
Penempatan pekerjaan di luar negri (Dubai),lokasi
"Perubahan kategori date dari general ke married couple, dan date member pindah domisili ke sydney australia",alasan_date
"Perubahan kategori date dari general ke married couple, dan date member mau mencari date baru secara mandiri",alasan_date
"Perubahan kategori date dari general ke married couple, dan date member mau mencari date baru secara mandiri",alasan_date
sudah tidak terlalu relevan karena DM sudah banyak yg menikah,alasan_date
dia adalah istri CT. tidak pernah datang date. baru melahirkan.,perbedaan_musim_kehidupan 
Member sering tidak hadir alasan pekerjaan,Admin
Perbedaan tujuan dan harapan dalam mengikuti DATE.,others
Perbedaan tujuan dan harapan dalam mengikuti DATE.,others
"Pindah rumah ke area Jakarta yang lumayan jauh dari tempat DATE, dan sedang menantikan kelahiran seorang anak.",perbedaan_musim_kehidupan 
"Pindah menetap di surabaya, karena pekerjaan",lokasi
"Keluar DATE, pertimbangan to another church",tertanam_di_gereja_lain
ada perbedaan pandangan mengenai tujuan date,others
ada perbedaan pandangan mengenai tujuan date,others
pindah universitas di luar negri,lokasi
pindah universitas di luar negri,lokasi
Sekeluarga pindah ke Taiwan.,lokasi
Mau mencari date lain yang harinya lbh sesuai,waktu_tidak_sesuai
"Tidak aktif selama setahun, saya berusaha kontak namun msh blm ada jawaban",tidak_ada_respon
Suami dari DM tapi tidak ikut date,Admin
"sudah tidak aktif date
date bukan jadi prioritas dalam berkomunitas
sepanjang pandemik samp mei 2023 hanya sekitar 10x date",tidak_ada_respon
"sudahbtidak aktif di date kelapa gading 32 selama 3 tahun
udah dikonfirmasi tanpa ada keputusan",tidak_ada_respon
"Tidak aktif sepanjang 2 tahun dan smp 2023 
dan telah konfirmasi memang tidak mau akif di date KG32",tidak_ada_respon
"non aktif sepanjang pandemic
tahun 2023 hanya datang 1x 
sepanjang 5 bulan ini hanya 1x hadir dalam pertemuan date.",tidak_ada_respon
"mau mencari date lain, karena ada perbedaan tujuan dan harapan dalam mengikuti DATE",others
"mau mencari date lain, karena ada perbedaan tujuan dan harapan dalam mengikuti DATE",others
Pindah ke married date supaya lebih sesuai dengan kebutuhan.,alasan_date
Pindah ke married date supaya lebih sesuai dengan kebutuhan.,alasan_date
sudah beberapa bulan tidak ikut date dan waktu yang terlalu sibuk sehingga memutuskan untuk off dl,waktu_tidak_sesuai
date member akan kerja di luar negeri dan mengikuti suaminya. date member mencari date yang bisa online agar tetap bisa berkomunitas saat di luar negeri.,lokasi
Indra sudah info tidak ikut DATE karena sudah pindah gereja.,tertanam_di_gereja_lain
Indra sudah info tidak ikut DATE karena sudah pindah gereja.,tertanam_di_gereja_lain
"member salah input double 
data",Admin
Sudah tidak hadir dari 2022. Dikontak tidak ada respons. Ingin memberi ruang untuk new member yang benar-benar bisa dimuridkan dan komit untuk ke date.,tidak_ada_respon
Sudah tidak hadir dari 2022. Dikontak tidak ada respons. Ingin memberi ruang untuk new member yang benar-benar bisa dimuridkan dan komit untuk ke date.,tidak_ada_respon
dater pindah ke USA utk jangka lama,lokasi
dater pindah ke USA utk jangka lama,lokasi
"pindah domisili ke Maja Raya, sehingga pindah gereja",lokasi
mencari date dengan waktu yg berbeda,waktu_tidak_sesuai
Dikarenakan date ini sudah tidak aktif dan anggota date diberi waktu untuk mencari date baru,tidak_ada_respon
Di karenakan date ini sudah tidak aktif dan anggota member mau mencari date baru,tidak_ada_respon
Pasangan Amos & Lia pindah gereja,tertanam_di_gereja_lain
Pasangan Amos & Lia pindah gereja,tertanam_di_gereja_lain
banyak kesibukan pekerjaan di hari jumat,waktu_tidak_sesuai
banyak kesibukan pekerjaan di hari jumat,waktu_tidak_sesuai
"Never come, no news and never respond..",tertanam_di_gereja_lain
Move to new address at Palmerah,lokasi
Remove to new Address at KebonJeruk,lokasi
Remove to the new house at Serpong,lokasi
Not come and no respond for vew years,tidak_ada_respon
Not come again fot 2 years later,tidak_ada_respon
No respond if we contact her vew month later,tidak_ada_respon
Never come to DATE again at least 3 years,tidak_ada_respon
Never come again at least for 1 year,tidak_ada_respon
Never come again for 6 months,tidak_ada_respon
"Mau membenahi jadwal di keluarganya yg sedang sibuk, tdk bs komit datang di date hari sabtu & tdk mau utk transfer ke date di hari lainn.",waktu_tidak_sesuai
"Mau membenahi jadwal di keluarganya yg sedang sibuk, tdk bs komit datang di date hari sabtu & tdk mau utk transfer ke date di hari lainn.",waktu_tidak_sesuai
"Victor ada perubahan email, email yg lama ada problem",Admin
sudah 1 tahun tidak hadir date. pindah ke darmawangsa 6,tidak_ada_respon
sudah tidak pernah datang 1 tahun terakhir,tidak_ada_respon
Move to Date Kemayoran 5 (DL Reagan),alasan_date
No longer go to JPCC and Date. After married she went to GKI with her husband,tertanam_di_gereja_lain
sudah 3 tahun tidak datang date,tidak_ada_respon
sudah 3 tahun tidak datang date lagi,tidak_ada_respon
not longer active because of busy working.,tidak_ada_respon
mau coba pindah ke date yang baru,alasan_date
Pindah domisili dari Jakarta ke Jambi,lokasi
pindah keluar kota. sudah ngak pernah datang di date sudah lama.,lokasi
pindah rumah ke area meruya sehingga mencari date yang dekat. sudah ngak pernah datang di date sudah lama.,lokasi
pindah rumah ke area meruya sehingga mencari date yang dekat. sudah ngak pernah datang di date sudah lama.,lokasi
The person has moved to bali..,lokasi
"Dari awal, yg tertarik ikut date hanya istrinya (liza).. utk suaminya tidak pernah datang.",Admin
Silvia sudah aktif di gereja lokal nya,tertanam_di_gereja_lain
Mola sudah pindah kota dan aktif di gereja lokal nya,lokasi
Pindah ke bandung for goods dan date kami sekarang onsite,lokasi
Bukan member dari dk20 jadinya harus diremove,Admin
Sudah 3 bulan tidak join DATE.,tidak_ada_respon
Sudah 3 bulan tidak join DATE.,tidak_ada_respon
Date leader akan pindah ke Semarang,alasan_date
Date leader akan pindah ke Semarang,alasan_date
Date leader akan pindah ke Semarang,alasan_date
Date leader akan pindah ke Semarang,alasan_date
Date leader akan pindah ke Semarang,alasan_date
Karena pindah rumah ke Jogjakarta,lokasi
Karena ybs sudah meninggal dunia,others
Pindah ke luar kota (bali) karena pekerjaan,lokasi
Pindah ke luar kota (Bali) karena pekerjaan,lokasi
Absent from DATE for long time,tidak_ada_respon
Absent from DATE for long time,tidak_ada_respon
Decided to quit as she felt like she didn't fit in well with the other members.,alasan_date
Keluar karena season kehidupannha sudah tidak cocok dengan date ini,perbedaan_musim_kehidupan 
YBS sudah lama sekali tidak join Date dan lokasi tinggal cukup jauh dari tempat Date,lokasi
YBS sudah cukup lama tidak join Date memang jadwal pekerjaan yang kurang cocok dengan waktu Date,waktu_tidak_sesuai
mau mencari DATE MARRIAGE COUPLE,alasan_date
mau mencari DATE MARRIAGE COUPLE,alasan_date
"sudah pindah tempat tinggal, skrg Felice ingin mencari date lain sendiri.

sudah aku tawarkan 2 opsi:
1. aku remove dari myjpcc, lalu nanti Felice bisa cari2 sendiri via search di myjpcc
2. aku refer ke date teman yg aku kenal, tapi tetap jauh dari tempat tinggal Felice
3. aku search via myjpcc, lalu nanti aku refer Felice ke DL itu

Felice memilih opsi 1, supaya lebih mudah untuk dia mencari sesuai kriteria dia",alasan_date
DL pindah rumah dan DM pindah ke Date sebelumnya.,alasan_date
DL pindah rumah sehingga DM pindah ke Date sebelumnya.,alasan_date
Ingin mencari date lain karena pindah lokasi rumah,alasan_date
Ingin mencari date lain karena pindah lokasi rumah,alasan_date
Ingin mencari date lain karena pindah lokasi rumah,alasan_date
Ingin mencari date lain karena pindah lokasi rumah,alasan_date
Ingin mencari date lain yg general,alasan_date
Cannot be contacted anymore and she told me she was going to explore other datws,tidak_ada_respon
sibuk kuliah dan tidak ada waktu untuk ikut date. pd saat weekend juga sudah terlalu capek jadi tdk bs beraktivitas,waktu_tidak_sesuai
ybs sudah pindah tempat tinggal dan tidak ada update berita lagi,lokasi
Decided to stay in her local church in Bogor.,tertanam_di_gereja_lain
Move to husband's church after married.,tertanam_di_gereja_lain
sudah move ke date senopati 1 bersama istri,alasan_date
"Tidak ikut date dulu,
karena ditugaskan ke luar kota",lokasi
sudah tidak ikut date lagi. sudah keluar,tidak_ada_respon
"Ibu Sarah pindah date di karenakan kendala dengan lokasi yg jauh, sebelumnya ikut date di karenakan via zoom sebab masuk dalam DATE pada saat covid, dimana Date selalu via zoom, namun saat ini tidak bisa ikut Date onsite karena terlalu jauh lokasinya, dan usia sudah tua.",alasan_date
Sudah tidak datang lagi ke DATE.,tidak_ada_respon
based in Singapore and already have local community,lokasi
based in Singapore and already have local community,lokasi
"Tidak join date setiabudi , terdaftar secara otomatis karena menikah dengan salah satu anggota date member",Admin
Mmemasuki new season baru yang mereka akan mau mengikuti married couple date,perbedaan_musim_kehidupan 
Masuk ke new season baru dmn mereka akan mencari married couple date,perbedaan_musim_kehidupan 
"sudah menikah, jadi perlu pindah ke married couple",alasan_date
sudah lebih dari 1 tahun tidak pernah datang date lagi,tidak_ada_respon
Sudah 4 bukan tidak join date dan memutuskan untuk keluar dari date,tidak_ada_respon
Member sudah tidak bisa hadir selama 5 bulan Date karena kesibukan,waktu_tidak_sesuai
pindah rumah lokasi jauh tirak bisa hadir,lokasi
tdk pernah datang DATE >3bulan,tidak_ada_respon
DM dan istrinya Ruth meminta utk dikeluarkan untuk mempermudah cari tempat Date baru di sekitar Depok,alasan_date
Akan multiplikasi dan akan pindah date,alasan_date
"Tidak pernah hadir dan ikut date 1,5 tahun ini, sudah dilakukan konfirmasi ke DM kalau status di DATE akan di delete.",tidak_ada_respon
based in Singapore and will find new community locally,lokasi
based in Singapore and will find new community locally,lokasi
Sudah tidak aktif selama lebih dari setahun. Sudah dihubungi namun tidak ada respon,tidak_ada_respon
date member mendaftar dengan cara yang salah,Admin
Ingin berkomitmen lagi di Gereja Minahasa,tertanam_di_gereja_lain
sudah tidak join date lagi dalam waktu yang lama,tidak_ada_respon
adik dari orang ini yang sudah jadi member date salah mengisi data. adiknya menulis statusnya spouse. jadi ikut masuk dalam member. adiknya meminta direlease saja,Admin
"Pindah ke kampung halaman, kalimantan",lokasi
Inactive for months and did not response to any message,tidak_ada_respon
Waktu date konflik dengan jadwal kerja,waktu_tidak_sesuai
"bentrok dengan waktu nya Dgs 38, dan Philip ingin mencari Date selain hari sabtu.",waktu_tidak_sesuai
Sudah pindah DATE KG28 tapi tidak bisa di transfer member,alasan_date
"mau mencari date married couple, dan sudah pindah gading serpong",alasan_date
move to another Date since the Date is closed,alasan_date
"Because the member is not actively involved in the DATE for the past 2 months due to her job and after discussing directly with her, she agreed to be removed from MyJPCC system.",waktu_tidak_sesuai
DATE Multiplication purpose.,alasan_date
DATE Multiplication purpose.,alasan_date
DATE Multiplication purpose.,alasan_date
DATE Multiplication purpose.,alasan_date
DATE Multiplication purpose.,alasan_date
DATE Multiplication purpose.,alasan_date
DATE Multiplication purpose.,alasan_date
"Kuliah di Seattle dan tidak pernah datang DATE setahun terakhir, karena perbedaan waktu. But She's found new community there.",lokasi
Pindah DATE karena waktu DATE tidak cocok!,waktu_tidak_sesuai
member tidak memberi respon saat dihubungi,tidak_ada_respon
"Tidak komit di DATE , sudah lama tidak kpin DATE",tidak_ada_respon
Ybs meminta untuk off date dan tidak ingin pindah ke date lain juga,others
Belum bisa komitmen date karena bentrok waktunya dengan pekerjaan,waktu_tidak_sesuai
"Felly sudah tidak mengikuti ibadah di jpcc lagi, dan sudah menyetujui untuk di remove dari aplikasi myjpcc",others
"Nika hanya pernah visit di DATE Kemanggisan 3. Nika diubah status married with Stanley  (padahal belum, mereka masih pacaran) sehingga by system automatically mengikuti Stanley menjadi CT.",Admin
Date member has relocated to a different city,lokasi
"Anadio Vikko S memberitahukan saya selaku DL, via WA bahwa dia dan istri (Dienti Laksmita) saat ini belum bisa hadir di DATE karena sifat pekerjaan dan juga sedang urus kepindahan lokasi tempat tinggal. Mereka sudah tidak hadir di DATE sejak bulan Oktober 2022. Saya sudah menghubungi sejak bulan November 2022, dan baru direspon dan beri jawaban pada tanggal 28 April 2023",lokasi
pindah kerja keluar negeri ke USA beserta keluarga,lokasi
"pindah kerja keluar negeri, ke Amerika beserta keluarga",lokasi
sudah tidak aktif lebih dari 3 bulan ?,tidak_ada_respon
"Sudah 1 thn tdk pernh datang date, dan selalu berhalangan waktu di hari sabtu.",tidak_ada_respon
"need to change day of date , cannot date on Friday",waktu_tidak_sesuai
in active for more than 6 month,tidak_ada_respon
"Member sudah pindah area kerja , tidak di bogor lagi",lokasi
"Christine sudah tidak aktif beribadah dan tidak hadir DATE sejak 1 tahun lalu, sehingga memutuskan untuk  mundur dari DATE.",others
"Youde never join date. 
Actually he suddenly appear in my member group while i never invited him. 
How did this happened ?",Admin
Moved to PIK with husband and is joining other cell group,lokasi
"Tidak bisa dihubungi, leave group DATE, dan WA saya diblock. Tidak pernah datang DATE lagi sekitar 4 bulan (dari awal 2023)",tidak_ada_respon
date is moving to a new location with offline meetings.,alasan_date
date is moving to a new location with offline meetings,alasan_date
"DM meminta untuk keluar karena merasa sharing mengenai pekerjaan tidak sesuai dengan profesi sekarang, dan memerlukan komunitas yang aktif juga membantu lingkungan sekitar dan orang-orang berkebutuhan",others
"Proses ganti kategori DATE, date member mau mencari Date baru secara mandiri, jadi minta untuk di remove dari Date",alasan_date
Rendy mau pindah ke Date Married Couple daerah BSD,alasan_date
DM ybs pindah ke Singapore utk pekerjaan,lokasi
pindah date yang lebih relevant baik dari environment dan wilayah,alasan_date
"Husband of Putri, but not date in Sudirman Park 12",Admin
Sudah tidak lagi date di Sudirman Park 12.,others
Move to other date (gading serpong 11),lokasi
Pindah ke date pluit (koh cia) dimana istrinya sudah di date tsb. lama. juga lebih dekat dengan lokasi rumah,alasan_date
Sudah ikut calon suami ke gereja suami,tertanam_di_gereja_lain
Sedang Sekolah lagi dan tidak date dulu,perbedaan_musim_kehidupan 
Not date member. The date member is only Dyana the spouse,Admin
Date Member tidak pernah join & tidak merespon chat,tidak_ada_respon
Date Member tidak pernah join & tidak merespon chat,tidak_ada_respon
Date Member sudah pindah ke gereja istri,tertanam_di_gereja_lain
DM sudah tidak berdomisili di Jakarta,lokasi
Date Member sudah tidak menjadi jemaat di JPCC,tertanam_di_gereja_lain
Akan pindah ke DATE lain karena DATE ini akan tutup.,alasan_date
Akan pindah ke DATE lain karena DATE ini akan tutup.,alasan_date
Akan pindah ke DATE lain karena DATE ini akan tutup.,alasan_date
Akan pindah ke DATE lain karena DATE ini akan tutup.,alasan_date
Akan pindah ke DATE lain karena DATE ini akan tutup.,alasan_date
Pindah ke DATE lain karena DATE ini akan ditutup,alasan_date
Steve’s location (Kuningan) is too far from the DATE venue(BSD). Suggest to find a DATE near to Steve’s apartment.,alasan_date
Ikut calon suami ke gereja lain.,tertanam_di_gereja_lain
tidak jadi tertanam di date jpcc. sedang visit ke gereja lain.,tertanam_di_gereja_lain
jadwal date clashed dengan pekerjaan. jarang hadir.,waktu_tidak_sesuai
jadwal date clashed dengan kuliah. jarang hadir.,waktu_tidak_sesuai
ciyo sudah 3 bulan coba pindah gereja dekat rumah karena rumahnya sekarang tinggal di bogor,tertanam_di_gereja_lain
date member pindah kerja ke negara lain. dan tidak bisa join date setiap minggunya.,lokasi
ijin keluar DATE karena tempat tinggal dan tempat kerja yg jauh dari lokasi DATE. jadi saat onsite sudah tidak bisa visit lagi. jadi akan mencari sendiri DATE baru yg sesuai dgn lokasi tempat tinggal.,alasan_date
"not reachable
not answering
not active",tidak_ada_respon
sudah pindah gereja bareng dengan ortu. dan pindah lokasi kantor dekat rumah.,tertanam_di_gereja_lain
Kembali kepada Gereja sebelumnya,tertanam_di_gereja_lain
Sudah memiliki komunitas di gereja lain.,tertanam_di_gereja_lain
"fokus kepada keluarga, sehingga tidak bisa berkomitmen di DATE",waktu_tidak_sesuai
"fokus kepada keluarga, sehingga tidak bisa berkomitmen ke DATE",waktu_tidak_sesuai
Sudah lebih dari 6 bulan tidak datang date dan ibadah ke jpcc baik onsite dan online,tidak_ada_respon
Ingin pindah date lain yang offline,alasan_date
"sudah tidak aktif, tidak respon ketika dihubungi & tidak ada kejelasan",tidak_ada_respon
member is getting married and continuing in new church with her husband,tertanam_di_gereja_lain
pindah ke palu balik ke kampung halaman,lokasi
DM sudah tidak di Jakarta dan tidak meresepon saat dihubungi.,lokasi
"perubahan date category, sehingga date member mau explore visit date lain, namun tidak bersedia dibantu DL, mau melakukan explore secara mandiri di myjpcc app",alasan_date
she is move back to her hometown in Malang,lokasi
"already married,and his wife is a member of IES, move church to IES",tertanam_di_gereja_lain
non active and no response since 2020,tidak_ada_respon
sudah tidak aktif date dan tidak ada kabar,tidak_ada_respon
tidak jadi menikah dengan date member PIK 32,Admin
sudah jadi date leader tapi akunnya baru,Admin
sudah menjadi date leader tapi akun nya baru,Admin
date member sudah memutuskan untuk pindah date,alasan_date
Sedang sibuk di dalam pekerjaan,waktu_tidak_sesuai
"jarang sekali datang date, sudah difollow up. DM mengundurkan diri, alasan banyak pekerjaan",waktu_tidak_sesuai
"jarang sekali datang date, sudah difollow up. DM mengundurkan diri, alasan banyak pekerjaan.",waktu_tidak_sesuai
Minim attendance and commitment for the last year.,tidak_ada_respon
Bukan date member Bekasi 14. Mkn kesalahan system nama ini ada di DATE bekasi 14,Admin
tidak memenuhi kehadiran di DATE,tidak_ada_respon
tidak memenuhi kehadiran di DATE,tidak_ada_respon
tidak memenuhi kehadiran di DATE,tidak_ada_respon
Kendala waktu bentrok dengan pelayanan di GKJN,waktu_tidak_sesuai
lagi proses pencarian date baru dekat tempat tinggal,alasan_date
lagi proses pencarian date baru dekat rumah,alasan_date
lagi proses pencarian date baru,alasan_date
